3024,（でん粉糖類）　水あめ　酵素糖化
3025,（でん粉糖類）　水あめ　酸糖化
3017,（でん粉糖類）　ぶどう糖　全糖
3018,（でん粉糖類）　ぶどう糖　含水結晶
3019,（でん粉糖類）　ぶどう糖　無水結晶
3020,（でん粉糖類）　果糖
3026,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖
3027,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖
3028,（でん粉糖類）　異性化液糖　高果糖液糖
3029,（その他）　黒蜜
3022,（その他）　はちみつ
3023,（その他）　メープルシロップ
4001,あずき　全粒　乾
4002,あずき　全粒　ゆで
4003,あずき　ゆで小豆缶詰
4004,あずき　あん　こし生あん
4005,あずき　あん　さらしあん　（乾燥あん）
4101,あずき　あん　こし練りあん　（並あん）
4102,あずき　あん　こし練りあん　（中割りあん）
4103,あずき　あん　こし練りあん　（もなかあん）
4006,あずき　あん　つぶし練りあん
4007,いんげんまめ　全粒　乾
4008,いんげんまめ　全粒　ゆで
4009,いんげんまめ　うずら豆
4010,いんげんまめ　こし生あん
4011,いんげんまめ　豆きんとん
4012,えんどう　全粒　青えんどう　乾
4013,えんどう　全粒　青えんどう　ゆで
4074,えんどう　全粒　赤えんどう　乾
4075,えんどう　全粒　赤えんどう　ゆで
4014,えんどう　グリンピース（揚げ豆）
4015,えんどう　塩豆
4016,えんどう　うぐいす豆
4017,ささげ　全粒　乾
4018,ささげ　全粒　ゆで
4019,そらまめ　全粒　乾
4020,そらまめ　フライビーンズ
4021,そらまめ　おたふく豆
4022,そらまめ　ふき豆
4076,そらまめ　しょうゆ豆
4104,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾
4105,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで
4023,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾
4024,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで
4025,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾
4026,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾
4027,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾
4077,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾
4106,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで
4080,だいず　［全粒・全粒製品］　いり大豆　青大豆
4078,だいず　［全粒・全粒製品］　いり大豆　黄大豆
4079,だいず　［全粒・全粒製品］　いり大豆　黒大豆
4028,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆
4081,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆
4082,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆
4096,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆
4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆
4030,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆
4109,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉
4110,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉
4083,だいず　［全粒・全粒製品］　大豆はいが
4031,だいず　［全粒・全粒製品］　ぶどう豆
4032,だいず　［豆腐・油揚げ類］　木綿豆腐
4097,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：塩化マグネシウム）
4098,だいず　［豆腐・油揚げ類］　木綿豆腐　（凝固剤：硫酸カルシウム）
4033,だいず　［豆腐・油揚げ類］　絹ごし豆腐
4099,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：塩化マグネシウム）
4100,だいず　［豆腐・油揚げ類］　絹ごし豆腐　（凝固剤：硫酸カルシウム）
4034,だいず　［豆腐・油揚げ類］　ソフト豆腐
4035,だいず　［豆腐・油揚げ類］　充てん豆腐
4036,だいず　［豆腐・油揚げ類］　沖縄豆腐
4037,だいず　［豆腐・油揚げ類］　ゆし豆腐
4038,だいず　［豆腐・油揚げ類］　焼き豆腐
4039,だいず　［豆腐・油揚げ類］　生揚げ
4040,だいず　［豆腐・油揚げ類］　油揚げ　生
4084,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　生
4086,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　ゆで
4085,だいず　［豆腐・油揚げ類］　油揚げ　油抜き　焼き
4095,だいず　［豆腐・油揚げ類］　油揚げ　甘煮
4041,だいず　［豆腐・油揚げ類］　がんもどき
4042,だいず　［豆腐・油揚げ類］　凍り豆腐　乾
4087,だいず　［豆腐・油揚げ類］　凍り豆腐　水煮
4043,だいず　［豆腐・油揚げ類］　豆腐よう
4044,だいず　［豆腐・油揚げ類］　豆腐竹輪　蒸し
4045,だいず　［豆腐・油揚げ類］　豆腐竹輪　焼き
4088,だいず　［豆腐・油揚げ類］　ろくじょう豆腐
4046,だいず　［納豆類］　糸引き納豆
